
ENU
Time	Classic\Vacuum gauge process chamber - Pressure [mbar]	Classic\Vacuum gauge roughing pump - Pressure [mbar]
2020-10-14 09:48:02.46 AM	3.06516682258007E-07	0.0334999971091747
2020-10-14 09:48:03.46 AM	3.06516682258007E-07	0.0333999991416931
2020-10-14 09:48:04.46 AM	3.06366672475633E-07	0.0333999991416931
2020-10-14 09:48:05.46 AM	3.06291639162737E-07	0.0333999991416931
2020-10-14 09:48:06.46 AM	3.06366672475633E-07	0.0334999971091747
2020-10-14 09:48:07.45 AM	3.06291639162737E-07	0.0333999991416931
2020-10-14 09:48:08.45 AM	3.06216577428131E-07	0.0334999971091747
2020-10-14 09:48:09.46 AM	3.06291639162737E-07	0.0334999971091747
2020-10-14 09:48:10.46 AM	3.06216577428131E-07	0.0334999971091747
2020-10-14 09:48:11.46 AM	3.06366672475633E-07	0.0334999971091747
2020-10-14 09:48:12.46 AM	3.06216577428131E-07	0.0334999971091747
2020-10-14 09:48:13.45 AM	3.06141544115235E-07	0.0333999991416931
2020-10-14 09:48:14.45 AM	3.06216577428131E-07	0.0334999971091747
2020-10-14 09:48:15.45 AM	3.06141544115235E-07	0.0334999971091747
2020-10-14 09:48:16.45 AM	3.06291639162737E-07	0.0334999971091747
2020-10-14 09:48:17.46 AM	3.06141544115235E-07	0.0333999991416931
2020-10-14 09:48:18.46 AM	3.05991477489442E-07	0.0334999971091747
2020-10-14 09:48:19.46 AM	3.06216577428131E-07	0.0334999971091747
2020-10-14 09:48:20.45 AM	3.06066510802339E-07	0.0334999971091747
2020-10-14 09:48:21.45 AM	3.06066510802339E-07	0.0334999971091747
2020-10-14 09:48:22.45 AM	3.05991477489442E-07	0.0334999971091747
2020-10-14 09:48:23.45 AM	3.06066510802339E-07	0.0334999971091747
2020-10-14 09:48:24.45 AM	3.05916444176546E-07	0.0334999971091747
2020-10-14 09:48:25.46 AM	3.05991477489442E-07	0.0333999991416931
2020-10-14 09:48:26.46 AM	3.0584141086365E-07	0.0334999971091747
2020-10-14 09:48:27.46 AM	3.06066510802339E-07	0.0334999971091747
2020-10-14 09:48:28.45 AM	3.05916444176546E-07	0.0334999971091747
2020-10-14 09:48:29.45 AM	3.05916444176546E-07	0.0333999991416931
2020-10-14 09:48:30.45 AM	3.0584141086365E-07	0.0333999991416931
2020-10-14 09:48:31.46 AM	3.05991477489442E-07	0.0334999971091747
2020-10-14 09:48:32.46 AM	3.0584141086365E-07	0.0333999991416931
2020-10-14 09:48:33.46 AM	3.05916444176546E-07	0.0334999971091747
2020-10-14 09:48:34.46 AM	3.05766377550754E-07	0.0334999971091747
