
ENU
Time	Classic\Vacuum gauge process chamber - Pressure [mbar]	Classic\Vacuum gauge roughing pump - Pressure [mbar]
2020-09-28 01:48:33.56 PM	5.14437829224335E-07	0.0153000000864267
2020-09-28 01:48:34.55 PM	5.14362795911438E-07	0.0153000000864267
2020-09-28 01:48:35.54 PM	5.14362795911438E-07	0.0153000000864267
2020-09-28 01:48:36.55 PM	5.14287819441961E-07	0.0153000000864267
2020-09-28 01:48:37.55 PM	5.14212786129065E-07	0.0153000000864267
2020-09-28 01:48:38.55 PM	5.1413769597275E-07	0.0153000000864267
2020-09-28 01:48:39.55 PM	5.1413769597275E-07	0.0153000000864267
2020-09-28 01:48:40.55 PM	5.13987686190376E-07	0.0153000000864267
2020-09-28 01:48:41.54 PM	5.13837619564583E-07	0.0153000000864267
2020-09-28 01:48:42.54 PM	5.13837619564583E-07	0.0153000000864267
2020-09-28 01:48:43.55 PM	5.13762586251687E-07	0.0153000000864267
2020-09-28 01:48:44.54 PM	5.13762586251687E-07	0.0153000000864267
2020-09-28 01:48:45.55 PM	5.13537429469579E-07	0.0153000000864267
2020-09-28 01:48:46.55 PM	5.13537429469579E-07	0.0153000000864267
2020-09-28 01:48:47.54 PM	5.13462396156683E-07	0.0153999999165535
2020-09-28 01:48:48.54 PM	5.13312329530891E-07	0.0153000000864267
2020-09-28 01:48:49.55 PM	5.13387362843787E-07	0.0153000000864267
2020-09-28 01:48:50.54 PM	5.13312329530891E-07	0.0153000000864267
2020-09-28 01:48:51.54 PM	5.13162262905098E-07	0.0153000000864267
2020-09-28 01:48:52.54 PM	5.13087229592202E-07	0.0153000000864267
2020-09-28 01:48:53.54 PM	5.12862129653513E-07	0.0153000000864267
2020-09-28 01:48:54.55 PM	5.12937162966409E-07	0.0153000000864267
2020-09-28 01:48:55.54 PM	5.12937162966409E-07	0.0153999999165535
2020-09-28 01:48:56.54 PM	5.12862129653513E-07	0.0153000000864267
2020-09-28 01:48:57.54 PM	5.12787096340617E-07	0.0153000000864267
2020-09-28 01:48:58.55 PM	5.12637086558243E-07	0.0153999999165535
2020-09-28 01:48:59.55 PM	5.12637086558243E-07	0.0153999999165535
2020-09-28 01:49:00.00 PM	5.12637086558243E-07	0.0153999999165535
2020-09-28 01:49:00.54 PM	5.12561996401928E-07	0.0153999999165535
2020-09-28 01:49:01.54 PM	5.12486906245613E-07	0.0153999999165535
2020-09-28 01:49:02.55 PM	5.12561996401928E-07	0.0153000000864267
2020-09-28 01:49:03.55 PM	5.12336896463239E-07	0.0153000000864267
2020-09-28 01:49:04.55 PM	5.12336896463239E-07	0.0153000000864267
2020-09-28 01:49:05.55 PM	5.12186829837447E-07	0.0153000000864267
2020-09-28 01:49:06.55 PM	5.12261863150343E-07	0.0153000000864267
2020-09-28 01:49:07.55 PM	5.12186829837447E-07	0.0153000000864267
2020-09-28 01:49:08.55 PM	5.11961673055339E-07	0.0153000000864267
2020-09-28 01:49:09.54 PM	5.11961673055339E-07	0.0153000000864267
2020-09-28 01:49:10.55 PM	5.11961673055339E-07	0.0153000000864267
2020-09-28 01:49:11.55 PM	5.11961673055339E-07	0.0153999999165535
2020-09-28 01:49:12.55 PM	5.11811663272965E-07	0.0153000000864267
2020-09-28 01:49:13.54 PM	5.1173657311665E-07	0.0153999999165535
2020-09-28 01:49:14.55 PM	5.11661596647173E-07	0.0153000000864267
2020-09-28 01:49:15.54 PM	5.1173657311665E-07	0.0153999999165535
2020-09-28 01:49:16.54 PM	5.11511473177961E-07	0.0153000000864267
2020-09-28 01:49:17.54 PM	5.11436496708484E-07	0.0153000000864267
2020-09-28 01:49:18.55 PM	5.11436496708484E-07	0.0153000000864267
2020-09-28 01:49:19.54 PM	5.11361463395588E-07	0.0153000000864267
2020-09-28 01:49:20.56 PM	5.11286430082691E-07	0.0153000000864267
2020-09-28 01:49:21.54 PM	5.1113630661348E-07	0.0153000000864267
2020-09-28 01:49:22.55 PM	5.11286430082691E-07	0.0153000000864267
2020-09-28 01:49:23.55 PM	5.11211396769795E-07	0.0153000000864267
2020-09-28 01:49:24.55 PM	5.10986296831106E-07	0.0153000000864267
2020-09-28 01:49:25.55 PM	5.10986296831106E-07	0.0151999993249774
2020-09-28 01:49:26.54 PM	5.10911206674791E-07	0.0153000000864267
2020-09-28 01:49:27.54 PM	5.10761140048999E-07	0.0153000000864267
2020-09-28 01:49:28.54 PM	5.10911206674791E-07	0.0153000000864267
2020-09-28 01:49:29.55 PM	5.10611073423206E-07	0.0153000000864267
2020-09-28 01:49:30.55 PM	5.10611073423206E-07	0.0153000000864267
2020-09-28 01:49:31.54 PM	5.10461063640832E-07	0.0153000000864267
2020-09-28 01:49:32.55 PM	5.10611073423206E-07	0.0153000000864267
2020-09-28 01:49:33.54 PM	5.10385973484517E-07	0.0153999999165535
2020-09-28 01:49:34.54 PM	5.10385973484517E-07	0.0153000000864267
2020-09-28 01:49:35.55 PM	5.10235963702144E-07	0.0153000000864267
2020-09-28 01:49:36.55 PM	5.10385973484517E-07	0.0153000000864267
2020-09-28 01:49:37.55 PM	5.10385973484517E-07	0.0153000000864267
2020-09-28 01:49:38.55 PM	5.10160873545829E-07	0.0153000000864267
2020-09-28 01:49:39.54 PM	5.10085840232932E-07	0.0153000000864267
2020-09-28 01:49:40.55 PM	5.10085840232932E-07	0.0153000000864267
2020-09-28 01:49:41.55 PM	7.59126010052569E-07	0.0153000000864267
2020-09-28 01:49:42.55 PM	1.2157870514784E-06	0.0208999998867512
2020-09-28 01:49:43.54 PM	1.2157870514784E-06	0.0275999996811152
2020-09-28 01:49:44.54 PM	1.2157870514784E-06	0.0318999998271465
2020-09-28 01:49:45.55 PM	1.24651405712939E-05	0.0342000015079975
2020-09-28 01:49:46.55 PM	1.24651405712939E-05	0.0354999974370003
2020-09-28 01:49:47.55 PM	0.000190416656550951	0.0361999981105328
2020-09-28 01:49:48.54 PM	0.000190208316780627	0.0364000014960766
2020-09-28 01:49:49.55 PM	0.000191458326298743	0.0366000011563301
2020-09-28 01:49:50.55 PM	0.000190416656550951	0.0366000011563301
2020-09-28 01:49:51.55 PM	0.0001908333360916	0.0364999994635582
2020-09-28 01:49:52.54 PM	0.0001908333360916	0.0364999994635582
2020-09-28 01:49:53.55 PM	0.000190624996321276	0.0362999998033047
2020-09-28 01:49:54.54 PM	0.0001908333360916	0.0362999998033047
2020-09-28 01:49:55.54 PM	0.000190624996321276	0.0362999998033047
2020-09-28 01:49:56.55 PM	0.000190416656550951	0.0362999998033047
2020-09-28 01:49:57.55 PM	0.0001908333360916	0.0361999981105328
2020-09-28 01:49:58.56 PM	0.000190416656550951	0.0361999981105328
2020-09-28 01:49:59.54 PM	0.000190208316780627	0.0361999981105328
2020-09-28 01:50:00.00 PM	0.000190208316780627	0.0361999981105328
2020-09-28 01:50:00.55 PM	0.000190624996321276	0.0361999981105328
2020-09-28 01:50:01.55 PM	5.39583270438015E-05	0.0314000025391579
2020-09-28 01:50:02.54 PM	1.1666666068777E-05	0.0254999995231628
2020-09-28 01:50:03.55 PM	9.16666613193229E-06	0.0201999992132187
2020-09-28 01:50:04.54 PM	9.16666613193229E-06	0.017400000244379
2020-09-28 01:50:05.54 PM	9.30813769173255E-07	0.0150000005960464
2020-09-28 01:50:06.54 PM	9.30813769173255E-07	0.0137999998405576
2020-09-28 01:50:07.54 PM	9.30813769173255E-07	0.0127000007778406
2020-09-28 01:50:08.55 PM	1.12161853849102E-06	0.0121999997645617
2020-09-28 01:50:09.55 PM	1.2157870514784E-06	0.0127999987453222
2020-09-28 01:50:10.54 PM	1.2157870514784E-06	0.0131999999284744
2020-09-28 01:50:11.55 PM	3.16080922857509E-06	0.0131999999284744
2020-09-28 01:50:12.55 PM	2.12268173527264E-06	0.0131000000983477
2020-09-28 01:50:13.55 PM	1.45139949836448E-06	0.0128999995067716
2020-09-28 01:50:14.55 PM	1.13630824216671E-06	0.0127000007778406
2020-09-28 01:50:15.55 PM	9.30813769173255E-07	0.0126000000163913
2020-09-28 01:50:16.54 PM	9.30813769173255E-07	0.0126000000163913
2020-09-28 01:50:17.55 PM	9.30813769173255E-07	0.0126000000163913
2020-09-28 01:50:18.54 PM	9.30813769173255E-07	0.0126000000163913
2020-09-28 01:50:19.54 PM	6.09056598932511E-07	0.0127000007778406
2020-09-28 01:50:20.55 PM	5.89172486797906E-07	0.0127999987453222
2020-09-28 01:50:21.54 PM	5.73940326376032E-07	0.0128999995067716
2020-09-28 01:50:22.55 PM	5.6478614851585E-07	0.0129999993368983
2020-09-28 01:50:23.54 PM	5.56682380192797E-07	0.0131000000983477
2020-09-28 01:50:24.55 PM	5.5120489150795E-07	0.0131999999284744
2020-09-28 01:50:25.55 PM	5.46552655578125E-07	0.0134000005200505
2020-09-28 01:50:26.54 PM	5.43176099654374E-07	0.0134000005200505
2020-09-28 01:50:27.54 PM	5.40099790669046E-07	0.0136000011116266
2020-09-28 01:50:28.55 PM	5.37923767751636E-07	0.0136999990791082
2020-09-28 01:50:29.54 PM	5.35897754616599E-07	0.0136999990791082
2020-09-28 01:50:30.55 PM	5.34322055045777E-07	0.0137999998405576
2020-09-28 01:50:31.54 PM	5.32821331944433E-07	0.0140000004321337
2020-09-28 01:50:32.54 PM	5.31620798938093E-07	0.0140000004321337
2020-09-28 01:50:33.55 PM	5.30645365870441E-07	0.0141000002622604
2020-09-28 01:50:34.55 PM	5.29594842646475E-07	0.0141999991610646
2020-09-28 01:50:35.55 PM	5.28769476204616E-07	0.0142999989911914
2020-09-28 01:50:36.54 PM	5.27944109762757E-07	0.0144000006839633
2020-09-28 01:50:37.54 PM	5.27418819729064E-07	0.0145000014454126
2020-09-28 01:50:38.54 PM	5.26668486600101E-07	0.0145000014454126
2020-09-28 01:50:39.54 PM	5.26143196566409E-07	0.0145000014454126
2020-09-28 01:50:40.55 PM	5.25618077062973E-07	0.0145999994128942
2020-09-28 01:50:41.54 PM	5.2509278702928E-07	0.0147000001743436
2020-09-28 01:50:42.55 PM	5.29369742707786E-07	0.0148000000044703
2020-09-28 01:50:43.55 PM	5.25242796811654E-07	0.0148000000044703
2020-09-28 01:50:44.55 PM	5.24042320648732E-07	0.0149000007659197
2020-09-28 01:50:45.54 PM	5.23141920893977E-07	0.0149000007659197
2020-09-28 01:50:46.54 PM	5.2269166417318E-07	0.0150000005960464
2020-09-28 01:50:47.54 PM	5.22466621077911E-07	0.0150000005960464
2020-09-28 01:50:48.54 PM	5.22016421200533E-07	0.0150999994948506
2020-09-28 01:50:49.55 PM	5.21641254636052E-07	0.0150999994948506
2020-09-28 01:50:50.54 PM	5.21341121384467E-07	0.0151999993249774
2020-09-28 01:50:51.55 PM	5.2089086466367E-07	0.0153000000864267
2020-09-28 01:50:52.55 PM	5.20665764724981E-07	0.0153000000864267
2020-09-28 01:50:53.55 PM	5.20215564847604E-07	0.0153000000864267
2020-09-28 01:50:54.55 PM	5.20065441378392E-07	0.0153999999165535
2020-09-28 01:50:55.55 PM	5.19615241501015E-07	0.0153999999165535
2020-09-28 01:50:56.55 PM	5.19240074936533E-07	0.0153999999165535
2020-09-28 01:50:57.54 PM	5.18939998528367E-07	0.0154999997466803
2020-09-28 01:50:58.55 PM	5.18639808433363E-07	0.0154999997466803
2020-09-28 01:50:59.54 PM	5.18339675181778E-07	0.0154999997466803
2020-09-28 01:51:00.00 PM	5.18339675181778E-07	0.0154999997466803
2020-09-28 01:51:00.57 PM	5.18189608555986E-07	0.0155999986454844
2020-09-28 01:51:01.56 PM	5.17964508617297E-07	0.0155999986454844
2020-09-28 01:51:02.55 PM	5.17589285209397E-07	0.0155999986454844
2020-09-28 01:51:03.55 PM	5.17214118644915E-07	0.0157000012695789
2020-09-28 01:51:04.55 PM	5.17064108862542E-07	0.0157000012695789
2020-09-28 01:51:05.55 PM	5.16838952080434E-07	0.0157000012695789
2020-09-28 01:51:06.55 PM	5.16388809046475E-07	0.0158000010997057
2020-09-28 01:51:07.54 PM	5.16238685577264E-07	0.0158000010997057
2020-09-28 01:51:08.54 PM	5.15938609169098E-07	0.0158000010997057
2020-09-28 01:51:09.54 PM	5.15863519012782E-07	0.0158000010997057
2020-09-28 01:51:10.54 PM	5.15488295604882E-07	0.0158000010997057
2020-09-28 01:51:11.55 PM	5.15338285822509E-07	0.0158000010997057
2020-09-28 01:51:12.55 PM	5.1511318588382E-07	0.0158000010997057
2020-09-28 01:51:13.56 PM	5.14963119258027E-07	0.0158000010997057
2020-09-28 01:51:14.54 PM	5.14662929163023E-07	0.0158000010997057
2020-09-28 01:51:15.54 PM	5.1451291938065E-07	0.0159000009298325
2020-09-28 01:51:16.54 PM	5.14212786129065E-07	0.0159000009298325
2020-09-28 01:51:17.55 PM	5.14062662659853E-07	0.0159999988973141
2020-09-28 01:51:18.55 PM	5.13912596034061E-07	0.0159999988973141
2020-09-28 01:51:19.55 PM	5.13687496095372E-07	0.0159999988973141
2020-09-28 01:51:20.55 PM	5.13462396156683E-07	0.0159999988973141
2020-09-28 01:51:21.54 PM	5.13312329530891E-07	0.0159999988973141
2020-09-28 01:51:22.54 PM	5.12862129653513E-07	0.0159999988973141
2020-09-28 01:51:23.54 PM	5.12862129653513E-07	0.0159999988973141
2020-09-28 01:51:24.55 PM	5.12787096340617E-07	0.0159999988973141
